genome	region	locus_tag	pfam_domain	tigrfam_domain
HpGP-BGD-008	region001	HpGP-BGD-008_00882,HpGP-BGD-008_00883,HpGP-BGD-008_00884,HpGP-BGD-008_00885,HpGP-BGD-008_00886,HpGP-BGD-008_00887,HpGP-BGD-008_00888,HpGP-BGD-008_00889,HpGP-BGD-008_00890,HpGP-BGD-008_00891,HpGP-BGD-008_00892,HpGP-BGD-008_00893,HpGP-BGD-008_00894,HpGP-BGD-008_00895,HpGP-BGD-008_00896,HpGP-BGD-008_00897,HpGP-BGD-008_00898,HpGP-BGD-008_00899,HpGP-BGD-008_00900	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-BGD-009	region001	HpGP-BGD-009_00777,HpGP-BGD-009_00778,HpGP-BGD-009_00779,HpGP-BGD-009_00780,HpGP-BGD-009_00781,HpGP-BGD-009_00782,HpGP-BGD-009_00783,HpGP-BGD-009_00784,HpGP-BGD-009_00785,HpGP-BGD-009_00786,HpGP-BGD-009_00787,HpGP-BGD-009_00788,HpGP-BGD-009_00789,HpGP-BGD-009_00790,HpGP-BGD-009_00791,HpGP-BGD-009_00792,HpGP-BGD-009_00793	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF04610.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BGD-010	region001	HpGP-BGD-010_00865,HpGP-BGD-010_00866,HpGP-BGD-010_00867,HpGP-BGD-010_00868,HpGP-BGD-010_00869,HpGP-BGD-010_00870,HpGP-BGD-010_00871,HpGP-BGD-010_00872,HpGP-BGD-010_00873,HpGP-BGD-010_00874,HpGP-BGD-010_00875,HpGP-BGD-010_00876,HpGP-BGD-010_00877,HpGP-BGD-010_00878,HpGP-BGD-010_00879,HpGP-BGD-010_00880,HpGP-BGD-010_00881,HpGP-BGD-010_00882,HpGP-BGD-010_00883,HpGP-BGD-010_00884	PF03797.22,PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR01414,TIGR01414,TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-BGR-001	region001	HpGP-BGR-001_00945,HpGP-BGR-001_00946,HpGP-BGR-001_00947,HpGP-BGR-001_00948,HpGP-BGR-001_00949,HpGP-BGR-001_00950,HpGP-BGR-001_00951,HpGP-BGR-001_00952,HpGP-BGR-001_00953,HpGP-BGR-001_00954,HpGP-BGR-001_00955,HpGP-BGR-001_00956,HpGP-BGR-001_00957,HpGP-BGR-001_00958,HpGP-BGR-001_00959,HpGP-BGR-001_00960,HpGP-BGR-001_00961,HpGP-BGR-001_00962,HpGP-BGR-001_00963	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-BGR-003	region001	HpGP-BGR-003_00692,HpGP-BGR-003_00693,HpGP-BGR-003_00694,HpGP-BGR-003_00695,HpGP-BGR-003_00696,HpGP-BGR-003_00697,HpGP-BGR-003_00698,HpGP-BGR-003_00699,HpGP-BGR-003_00700,HpGP-BGR-003_00701,HpGP-BGR-003_00702,HpGP-BGR-003_00703,HpGP-BGR-003_00704,HpGP-BGR-003_00705,HpGP-BGR-003_00706,HpGP-BGR-003_00707,HpGP-BGR-003_00708	PF00528.25,PF03235.17,PF07510.14,PF07690.19,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-BGR-004	region001	HpGP-BGR-004_00884,HpGP-BGR-004_00885,HpGP-BGR-004_00886,HpGP-BGR-004_00887,HpGP-BGR-004_00888,HpGP-BGR-004_00889,HpGP-BGR-004_00890,HpGP-BGR-004_00891,HpGP-BGR-004_00892,HpGP-BGR-004_00893,HpGP-BGR-004_00894,HpGP-BGR-004_00895,HpGP-BGR-004_00896,HpGP-BGR-004_00897,HpGP-BGR-004_00898,HpGP-BGR-004_00899,HpGP-BGR-004_00900,HpGP-BGR-004_00901,HpGP-BGR-004_00902	PF03077.17,PF03077.17,PF03797.22,PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR01414,TIGR01414,TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-BGR-005	region001	HpGP-BGR-005_00941,HpGP-BGR-005_00942,HpGP-BGR-005_00943,HpGP-BGR-005_00944,HpGP-BGR-005_00945,HpGP-BGR-005_00946,HpGP-BGR-005_00947,HpGP-BGR-005_00948,HpGP-BGR-005_00949,HpGP-BGR-005_00950,HpGP-BGR-005_00951,HpGP-BGR-005_00952,HpGP-BGR-005_00953,HpGP-BGR-005_00954,HpGP-BGR-005_00955,HpGP-BGR-005_00956,HpGP-BGR-005_00957,HpGP-BGR-005_00958,HpGP-BGR-005_00959	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF04956.16	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BGR-006	region001	HpGP-BGR-006_00888,HpGP-BGR-006_00889,HpGP-BGR-006_00890,HpGP-BGR-006_00891,HpGP-BGR-006_00892,HpGP-BGR-006_00893,HpGP-BGR-006_00894,HpGP-BGR-006_00895,HpGP-BGR-006_00896,HpGP-BGR-006_00897,HpGP-BGR-006_00898,HpGP-BGR-006_00899,HpGP-BGR-006_00900,HpGP-BGR-006_00901,HpGP-BGR-006_00902,HpGP-BGR-006_00903,HpGP-BGR-006_00904	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-BGR-007	region001	HpGP-BGR-007_00966,HpGP-BGR-007_00967,HpGP-BGR-007_00968,HpGP-BGR-007_00969,HpGP-BGR-007_00970,HpGP-BGR-007_00971,HpGP-BGR-007_00972,HpGP-BGR-007_00973,HpGP-BGR-007_00974,HpGP-BGR-007_00975,HpGP-BGR-007_00976,HpGP-BGR-007_00977,HpGP-BGR-007_00978,HpGP-BGR-007_00979,HpGP-BGR-007_00980,HpGP-BGR-007_00981,HpGP-BGR-007_00982	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BGR-008	region001	HpGP-BGR-008_00601,HpGP-BGR-008_00602,HpGP-BGR-008_00603,HpGP-BGR-008_00604,HpGP-BGR-008_00605,HpGP-BGR-008_00606,HpGP-BGR-008_00607,HpGP-BGR-008_00608,HpGP-BGR-008_00609,HpGP-BGR-008_00610,HpGP-BGR-008_00611,HpGP-BGR-008_00612,HpGP-BGR-008_00613,HpGP-BGR-008_00614,HpGP-BGR-008_00615,HpGP-BGR-008_00616,HpGP-BGR-008_00617,HpGP-BGR-008_00618,HpGP-BGR-008_00619,HpGP-BGR-008_00620	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF03235.17,PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-BGR-010	region001	HpGP-BGR-010_00872,HpGP-BGR-010_00873,HpGP-BGR-010_00874,HpGP-BGR-010_00875,HpGP-BGR-010_00876,HpGP-BGR-010_00877,HpGP-BGR-010_00878,HpGP-BGR-010_00879,HpGP-BGR-010_00880,HpGP-BGR-010_00881,HpGP-BGR-010_00882,HpGP-BGR-010_00883,HpGP-BGR-010_00884,HpGP-BGR-010_00885,HpGP-BGR-010_00886,HpGP-BGR-010_00887,HpGP-BGR-010_00888	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-BRA-001	region001	HpGP-BRA-001_00893,HpGP-BRA-001_00894,HpGP-BRA-001_00895,HpGP-BRA-001_00896,HpGP-BRA-001_00897,HpGP-BRA-001_00898,HpGP-BRA-001_00899,HpGP-BRA-001_00900,HpGP-BRA-001_00901,HpGP-BRA-001_00902,HpGP-BRA-001_00903,HpGP-BRA-001_00904,HpGP-BRA-001_00905,HpGP-BRA-001_00906,HpGP-BRA-001_00907,HpGP-BRA-001_00908,HpGP-BRA-001_00909	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-002	region001	HpGP-BRA-002_00901,HpGP-BRA-002_00902,HpGP-BRA-002_00903,HpGP-BRA-002_00904,HpGP-BRA-002_00905,HpGP-BRA-002_00906,HpGP-BRA-002_00907,HpGP-BRA-002_00908,HpGP-BRA-002_00909,HpGP-BRA-002_00910,HpGP-BRA-002_00911,HpGP-BRA-002_00912,HpGP-BRA-002_00913,HpGP-BRA-002_00914,HpGP-BRA-002_00915,HpGP-BRA-002_00916	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-003	region001	HpGP-BRA-003_00859,HpGP-BRA-003_00860,HpGP-BRA-003_00861,HpGP-BRA-003_00862,HpGP-BRA-003_00863,HpGP-BRA-003_00864,HpGP-BRA-003_00865,HpGP-BRA-003_00866,HpGP-BRA-003_00867,HpGP-BRA-003_00868,HpGP-BRA-003_00869,HpGP-BRA-003_00870,HpGP-BRA-003_00871,HpGP-BRA-003_00872,HpGP-BRA-003_00873,HpGP-BRA-003_00874,HpGP-BRA-003_00875,HpGP-BRA-003_00876,HpGP-BRA-003_00877	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-BRA-004	region001	HpGP-BRA-004_00919,HpGP-BRA-004_00920,HpGP-BRA-004_00921,HpGP-BRA-004_00922,HpGP-BRA-004_00923,HpGP-BRA-004_00924,HpGP-BRA-004_00925,HpGP-BRA-004_00926,HpGP-BRA-004_00927,HpGP-BRA-004_00928,HpGP-BRA-004_00929,HpGP-BRA-004_00930,HpGP-BRA-004_00931,HpGP-BRA-004_00932,HpGP-BRA-004_00933,HpGP-BRA-004_00934,HpGP-BRA-004_00935,HpGP-BRA-004_00936	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-BRA-005	region001	HpGP-BRA-005_00880,HpGP-BRA-005_00881,HpGP-BRA-005_00882,HpGP-BRA-005_00883,HpGP-BRA-005_00884,HpGP-BRA-005_00885,HpGP-BRA-005_00886,HpGP-BRA-005_00887,HpGP-BRA-005_00888,HpGP-BRA-005_00889,HpGP-BRA-005_00890,HpGP-BRA-005_00891,HpGP-BRA-005_00892,HpGP-BRA-005_00893,HpGP-BRA-005_00894	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-006	region001	HpGP-BRA-006_00618,HpGP-BRA-006_00619,HpGP-BRA-006_00620,HpGP-BRA-006_00621,HpGP-BRA-006_00622,HpGP-BRA-006_00623,HpGP-BRA-006_00624,HpGP-BRA-006_00625,HpGP-BRA-006_00626,HpGP-BRA-006_00627,HpGP-BRA-006_00628,HpGP-BRA-006_00629,HpGP-BRA-006_00630,HpGP-BRA-006_00631,HpGP-BRA-006_00632,HpGP-BRA-006_00633,HpGP-BRA-006_00634	PF01168.23,PF00842.24,PF00497.23,PF00528.25,PF03235.17,PF07510.14,PF00083.27,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00492,TIGR00492,TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-BRA-007	region001	HpGP-BRA-007_00892,HpGP-BRA-007_00893,HpGP-BRA-007_00894,HpGP-BRA-007_00895,HpGP-BRA-007_00896,HpGP-BRA-007_00897,HpGP-BRA-007_00898,HpGP-BRA-007_00899,HpGP-BRA-007_00900,HpGP-BRA-007_00901,HpGP-BRA-007_00902,HpGP-BRA-007_00903,HpGP-BRA-007_00904,HpGP-BRA-007_00905,HpGP-BRA-007_00906	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-008	region001	HpGP-BRA-008_00639,HpGP-BRA-008_00640,HpGP-BRA-008_00641,HpGP-BRA-008_00642,HpGP-BRA-008_00643,HpGP-BRA-008_00644,HpGP-BRA-008_00645,HpGP-BRA-008_00646,HpGP-BRA-008_00647,HpGP-BRA-008_00648,HpGP-BRA-008_00649,HpGP-BRA-008_00650,HpGP-BRA-008_00651,HpGP-BRA-008_00652,HpGP-BRA-008_00653,HpGP-BRA-008_00654,HpGP-BRA-008_00655,HpGP-BRA-008_00656	PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-BRA-009	region001	HpGP-BRA-009_00855,HpGP-BRA-009_00856,HpGP-BRA-009_00857,HpGP-BRA-009_00858,HpGP-BRA-009_00859,HpGP-BRA-009_00860,HpGP-BRA-009_00861,HpGP-BRA-009_00862,HpGP-BRA-009_00863,HpGP-BRA-009_00864,HpGP-BRA-009_00865,HpGP-BRA-009_00866,HpGP-BRA-009_00867,HpGP-BRA-009_00868,HpGP-BRA-009_00869,HpGP-BRA-009_00870,HpGP-BRA-009_00871,HpGP-BRA-009_00872	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-BRA-010	region001	HpGP-BRA-010_00913,HpGP-BRA-010_00914,HpGP-BRA-010_00915,HpGP-BRA-010_00916,HpGP-BRA-010_00917,HpGP-BRA-010_00918,HpGP-BRA-010_00919,HpGP-BRA-010_00920,HpGP-BRA-010_00921,HpGP-BRA-010_00922,HpGP-BRA-010_00923,HpGP-BRA-010_00924,HpGP-BRA-010_00925,HpGP-BRA-010_00926,HpGP-BRA-010_00927,HpGP-BRA-010_00928,HpGP-BRA-010_00929	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-012	region001	HpGP-BRA-012_00348,HpGP-BRA-012_00349,HpGP-BRA-012_00350,HpGP-BRA-012_00351,HpGP-BRA-012_00352,HpGP-BRA-012_00353,HpGP-BRA-012_00354,HpGP-BRA-012_00355,HpGP-BRA-012_00356,HpGP-BRA-012_00357,HpGP-BRA-012_00358,HpGP-BRA-012_00359,HpGP-BRA-012_00360,HpGP-BRA-012_00361,HpGP-BRA-012_00362,HpGP-BRA-012_00363,HpGP-BRA-012_00364,HpGP-BRA-012_00365	PF00528.25,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR01726,TIGR01726,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-BRA-013	region001	HpGP-BRA-013_00915,HpGP-BRA-013_00916,HpGP-BRA-013_00917,HpGP-BRA-013_00918,HpGP-BRA-013_00919,HpGP-BRA-013_00920,HpGP-BRA-013_00921,HpGP-BRA-013_00922,HpGP-BRA-013_00923,HpGP-BRA-013_00924,HpGP-BRA-013_00925,HpGP-BRA-013_00926,HpGP-BRA-013_00927,HpGP-BRA-013_00928,HpGP-BRA-013_00929,HpGP-BRA-013_00930	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-014	region001	HpGP-BRA-014_00929,HpGP-BRA-014_00930,HpGP-BRA-014_00931,HpGP-BRA-014_00932,HpGP-BRA-014_00933,HpGP-BRA-014_00934,HpGP-BRA-014_00935,HpGP-BRA-014_00936,HpGP-BRA-014_00937,HpGP-BRA-014_00938,HpGP-BRA-014_00939,HpGP-BRA-014_00940,HpGP-BRA-014_00941,HpGP-BRA-014_00942,HpGP-BRA-014_00943,HpGP-BRA-014_00944,HpGP-BRA-014_00945	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF07690.19,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-015	region001	HpGP-BRA-015_00915,HpGP-BRA-015_00916,HpGP-BRA-015_00917,HpGP-BRA-015_00918,HpGP-BRA-015_00919,HpGP-BRA-015_00920,HpGP-BRA-015_00921,HpGP-BRA-015_00922,HpGP-BRA-015_00923,HpGP-BRA-015_00924,HpGP-BRA-015_00925,HpGP-BRA-015_00926,HpGP-BRA-015_00927,HpGP-BRA-015_00928,HpGP-BRA-015_00929,HpGP-BRA-015_00930,HpGP-BRA-015_00931,HpGP-BRA-015_00932,HpGP-BRA-015_00933	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-BRA-017	region001	HpGP-BRA-017_00877,HpGP-BRA-017_00878,HpGP-BRA-017_00879,HpGP-BRA-017_00880,HpGP-BRA-017_00881,HpGP-BRA-017_00882,HpGP-BRA-017_00883,HpGP-BRA-017_00884,HpGP-BRA-017_00885,HpGP-BRA-017_00886,HpGP-BRA-017_00887,HpGP-BRA-017_00888,HpGP-BRA-017_00889,HpGP-BRA-017_00890,HpGP-BRA-017_00891,HpGP-BRA-017_00892,HpGP-BRA-017_00893,HpGP-BRA-017_00894,HpGP-BRA-017_00895,HpGP-BRA-017_00896,HpGP-BRA-017_00897	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-BRA-018	region001	HpGP-BRA-018_00901,HpGP-BRA-018_00902,HpGP-BRA-018_00903,HpGP-BRA-018_00904,HpGP-BRA-018_00905,HpGP-BRA-018_00906,HpGP-BRA-018_00907,HpGP-BRA-018_00908,HpGP-BRA-018_00909,HpGP-BRA-018_00910,HpGP-BRA-018_00911,HpGP-BRA-018_00912,HpGP-BRA-018_00913,HpGP-BRA-018_00914,HpGP-BRA-018_00915	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-019	region001	HpGP-BRA-019_00910,HpGP-BRA-019_00911,HpGP-BRA-019_00912,HpGP-BRA-019_00913,HpGP-BRA-019_00914,HpGP-BRA-019_00915,HpGP-BRA-019_00916,HpGP-BRA-019_00917,HpGP-BRA-019_00918,HpGP-BRA-019_00919,HpGP-BRA-019_00920,HpGP-BRA-019_00921,HpGP-BRA-019_00922,HpGP-BRA-019_00923,HpGP-BRA-019_00924,HpGP-BRA-019_00925,HpGP-BRA-019_00926	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-020	region001	HpGP-BRA-020_00903,HpGP-BRA-020_00904,HpGP-BRA-020_00905,HpGP-BRA-020_00906,HpGP-BRA-020_00907,HpGP-BRA-020_00908,HpGP-BRA-020_00909,HpGP-BRA-020_00910,HpGP-BRA-020_00911,HpGP-BRA-020_00912,HpGP-BRA-020_00913,HpGP-BRA-020_00914,HpGP-BRA-020_00915,HpGP-BRA-020_00916,HpGP-BRA-020_00917,HpGP-BRA-020_00918	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-BRA-022	region001	HpGP-BRA-022_00885,HpGP-BRA-022_00886,HpGP-BRA-022_00887,HpGP-BRA-022_00888,HpGP-BRA-022_00889,HpGP-BRA-022_00890,HpGP-BRA-022_00891,HpGP-BRA-022_00892,HpGP-BRA-022_00893,HpGP-BRA-022_00894,HpGP-BRA-022_00895,HpGP-BRA-022_00896,HpGP-BRA-022_00897,HpGP-BRA-022_00898,HpGP-BRA-022_00899,HpGP-BRA-022_00900	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
