genome	region	orig_start	orig_end	region_length_bp	contig_edge	product	rules	category
HpGP-USA-417	region001	945090	966002	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-418	region001	953808	974720	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-419	region001	961197	982109	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-420	region001	917470	938382	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-421	region001	949879	970791	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-422	region001	964503	985415	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-423	region001	423524	444436	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-424	region001	950716	971628	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-425	region001	961703	982615	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-427	region001	973075	993987	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-428	region001	951450	972362	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-429	region001	967178	988090	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-431	region001	394088	415000	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-432	region001	946020	966932	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-433	region001	969695	990607	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-434	region001	950963	971875	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-435	region001	900912	921824	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-436	region001	384725	405637	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-USA-437	region001	944673	965585	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-001	region001	974069	994981	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-002	region001	1015206	1036118	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-003	region001	983485	1004397	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-004	region001	958912	979824	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-005	region001	517114	538026	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-006	region001	521797	542709	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-007	region001	958400	979312	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-008	region001	953887	974799	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-VNM-009	region001	427702	448614	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-001	region001	233960	254872	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-002	region001	206868	227780	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-004	region001	998218	1019130	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-006	region001	573530	594442	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-007	region001	956174	977086	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-008	region001	901253	922165	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-009	region001	931639	952551	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-010	region001	965291	986203	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ZAF-011	region001	974064	994976	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
